#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_002516.2",1011522,1011947,"-",880920,,"PA0926","NP_249617.1",141,"hypothetical protein PA0926"
"chromosome","NC_002516.2",1011983,1012972,"-",881895,"ldhA","PA0927","NP_249618.1",329,"D-lactate dehydrogenase"
"chromosome","NC_002516.2",1012975,1015752,"-",880882,"gacS","PA0928","NP_249619.1",925,"sensor/response regulator hybrid protein"
"chromosome","NC_002516.2",1015938,1016657,"+",881363,,"PA0929","NP_249620.1",239,"two-component response regulator"
"chromosome","NC_002516.2",1016657,1017994,"+",878621,,"PA0930","NP_249621.1",445,"two-component sensor"
"chromosome","NC_002516.2",1018230,1020458,"+",881093,"pirA","PA0931","NP_249622.1",742,"outer membrane receptor FepA"
"chromosome","NC_002516.2",1020708,1021607,"+",881832,"cysM","PA0932","NP_249623.1",299,"cysteine synthase B"
"chromosome","NC_002516.2",1021616,1022968,"+",881477,"ygcA","PA0933","NP_249624.1",450,"23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD"
"chromosome","NC_002516.2",1023053,1025296,"+",881299,"relA","PA0934","NP_249625.1",747,"GTP pyrophosphokinase"
"chromosome","NC_002516.2",1025401,1026231,"+",881039,,"PA0935","NP_249626.1",276,"nucleoside triphosphate pyrophosphohydrolase"
"chromosome","NC_002516.2",1026274,1027212,"-",878312,"lpxO2","PA0936","NP_249627.1",312,"lipopolysaccharide biosynthetic protein LpxO"
"chromosome","NC_002516.2",1027445,1027984,"+",880990,,"PA0937","NP_249628.1",179,"hypothetical protein PA0937"
"chromosome","NC_002516.2",1028172,1029500,"+",880291,,"PA0938","NP_249629.1",442,"hypothetical protein PA0938"
"chromosome","NC_002516.2",1029825,1030151,"-",878988,,"PA0939","NP_249630.1",108,"hypothetical protein PA0939"
"chromosome","NC_002516.2",1030157,1030411,"-",878258,,"PA0940","NP_249631.1",84,"hypothetical protein PA0940"
"chromosome","NC_002516.2",1030423,1030656,"-",878292,,"PA0941","NP_249632.1",77,"hypothetical protein PA0941"
"chromosome","NC_002516.2",1030772,1031332,"+",879528,,"PA0942","NP_249633.1",186,"transcriptional regulator"
"chromosome","NC_002516.2",1031386,1032102,"-",880898,,"PA0943","NP_249634.1",238,"hypothetical protein PA0943"
"chromosome","NC_002516.2",1032095,1032763,"-",878144,"purN","PA0944","NP_249635.1",222,"phosphoribosylglycinamide formyltransferase"
"chromosome","NC_002516.2",1032763,1033824,"-",879549,"purM","PA0945","NP_249636.1",353,"phosphoribosylformylglycinamidine cyclo-ligase"
"chromosome","NC_002516.2",1034038,1035075,"+",881189,,"PA0946","NP_249637.1",345,"hypothetical protein PA0946"
"chromosome","NC_002516.2",1035277,1035981,"+",881685,,"PA0947","NP_249638.1",234,"DNA replication initiation factor"
"chromosome","NC_002516.2",1036158,1036577,"-",878332,,"PA0948","NP_249639.1",139,"hypothetical protein PA0948"
"chromosome","NC_002516.2",1036579,1037175,"-",882021,"wrbA","PA0949","NP_249640.1",198,"NAD(P)H dehydrogenase"
"chromosome","NC_002516.2",1037172,1037525,"-",881999,,"PA0950","NP_249641.1",117,"arsenate reductase"
"chromosome","NC_002516.2",1037650,1038885,"+",881910,,"PA0951","NP_249642.1",411,"hypothetical protein PA0951"
"chromosome","NC_002516.2",1039044,1039229,"+",17373345,,"PA0951a","YP_008719737.1",61,"hypothetical protein PA0951a"
"chromosome","NC_002516.2",1039240,1039623,"-",879253,,"PA0952","NP_249643.1",127,"hypothetical protein PA0952"
"chromosome","NC_002516.2",1039968,1040432,"+",881965,,"PA0953","NP_249644.1",154,"thioredoxin"
"chromosome","NC_002516.2",1040432,1040707,"+",882022,,"PA0954","NP_249645.1",91,"acylphosphatase"
"chromosome","NC_002516.2",1040724,1041680,"-",881993,,"PA0955","NP_249646.1",318,"hypothetical protein PA0955"
"chromosome","NC_002516.2",1041689,1043404,"-",879563,"proS","PA0956","NP_249647.1",571,"proline--tRNA ligase"
"chromosome","NC_002516.2",1043512,1043919,"+",882127,,"PA0957","NP_249648.1",135,"hypothetical protein PA0957"
"chromosome","NC_002516.2",1043983,1045314,"-",881970,"oprD","PA0958","NP_249649.1",443,"porin D"
"chromosome","NC_002516.2",1045832,1046461,"+",882085,,"PA0959","NP_249650.1",209,"hypothetical protein PA0959"
"chromosome","NC_002516.2",1046462,1046671,"+",882073,,"PA0960","NP_249651.1",69,"hypothetical protein PA0960"
"chromosome","NC_002516.2",1046720,1047334,"-",882013,,"PA0961","NP_249652.2",204,"cold-shock protein"
"chromosome","NC_002516.2",1047549,1048019,"-",881882,,"PA0962","NP_249653.1",156,"DNA-binding stress protein"
"chromosome","NC_002516.2",1048459,1050234,"+",881917,"aspS","PA0963","NP_249654.1",591,"aspartate--tRNA ligase"
"chromosome","NC_002516.2",1050301,1051047,"+",882153,"pmpR","PA0964","NP_249655.1",248,"transcriptional regulator PmpR"
"chromosome","NC_002516.2",1051132,1051656,"+",882131,"ruvC","PA0965","NP_249656.1",174,"crossover junction endodeoxyribonuclease RuvC"
"chromosome","NC_002516.2",1051673,1052278,"+",879609,"ruvA","PA0966","NP_249657.1",201,"Holliday junction ATP-dependent DNA helicase RuvA"
"chromosome","NC_002516.2",1052289,1053347,"+",882028,"ruvB","PA0967","NP_249658.1",352,"Holliday junction ATP-dependent DNA helicase RuvB"
"chromosome","NC_002516.2",1053400,1053846,"+",882155,,"PA0968","NP_249659.1",148,"hypothetical protein PA0968"
"chromosome","NC_002516.2",1053848,1054543,"+",882055,"tolQ","PA0969","NP_249660.1",231,"translocation protein TolQ"
"chromosome","NC_002516.2",1054566,1055006,"+",882113,"tolR","PA0970","NP_249661.1",146,"translocation protein TolR"
"chromosome","NC_002516.2",1055009,1056052,"+",882033,"tolA","PA0971","NP_249662.1",347,"translocation protein TolA"
"chromosome","NC_002516.2",1056049,1057347,"+",881864,"tolB","PA0972","NP_249663.1",432,"translocation protein TolB"
"chromosome","NC_002516.2",1057400,1057906,"+",882991,"oprL","PA0973","NP_249664.1",168,"peptidoglycan associated lipoprotein OprL"
"chromosome","NC_002516.2",1057916,1058740,"+",877786,,"PA0974","NP_249665.1",274,"hypothetical protein PA0974"
"chromosome","NC_002516.2",1058812,1059606,"+",877667,,"PA0975","NP_249666.1",264,"radical activating enzyme"
"chromosome","NC_002516.2",1059622,1060296,"+",878060,,"PA0976","NP_249667.1",224,"7-cyano-7-deazaguanine synthase"
"chromosome","NC_002516.2",1061207,1062034,"-",877607,,"PA0978","NP_249669.1",275,"hypothetical protein PA0978"
"chromosome","NC_002516.2",1062061,1062369,"-",878313,,"PA0979","NP_249670.1",102,"hypothetical protein PA0979"
"chromosome","NC_002516.2",1062921,1063544,"+",878612,,"PA0981","NP_249672.1",207,"hypothetical protein PA0981"
"chromosome","NC_002516.2",1064555,1065103,"-",879193,,"PA0982","NP_249673.1",182,"hypothetical protein PA0982"
"chromosome","NC_002516.2",1065138,1065425,"+",879204,,"PA0983","NP_249674.1",95,"hypothetical protein PA0983"
"chromosome","NC_002516.2",1065970,1066296,"+",878363,,"PA0984","NP_249675.1",108,"colicin immunity protein"
"chromosome","NC_002516.2",1066321,1067817,"-",877569,"pyoS5","PA0985","NP_249676.1",498,"pyocin S5"
"chromosome","NC_002516.2",1068193,1068456,"+",878309,,"PA0986","NP_249677.1",87,"hypothetical protein PA0986"
"chromosome","NC_002516.2",1068489,1069331,"+",878336,,"PA0987","NP_249678.1",280,"hypothetical protein PA0987"
"chromosome","NC_002516.2",1069769,1070173,"+",878298,,"PA0988","NP_249679.1",134,"hypothetical protein PA0988"
"chromosome","NC_002516.2",1070294,1070854,"-",878301,,"PA0989","NP_249680.1",186,"hypothetical protein PA0989"
"chromosome","NC_002516.2",1071239,1071877,"-",878492,,"PA0990","NP_249681.1",212,"hypothetical protein PA0990"
"chromosome","NC_002516.2",1073285,1073902,"+",880617,"cupC1","PA0992","NP_249683.1",205,"fimbrial subunit CupC1"
"chromosome","NC_002516.2",1073960,1074673,"+",878234,"cupC2","PA0993","NP_249684.1",237,"chaperone CupC2"
"chromosome","NC_002516.2",1074784,1077303,"+",879339,"cupC3","PA0994","NP_249685.1",839,"usher CupC3"
"chromosome","NC_002516.2",1077383,1077904,"-",880794,"ogt","PA0995","NP_249686.1",173,"methylated-DNA--protein-cysteine methyltransferase"
"chromosome","NC_002516.2",1078462,1080015,"+",880760,"pqsA","PA0996","NP_249687.1",517,"anthranilate--CoA ligase"
"chromosome","NC_002516.2",1080009,1080860,"+",883098,"pqsB","PA0997","NP_249688.1",283,"hypothetical protein PA0997"
"chromosome","NC_002516.2",1080853,1081899,"+",880660,"pqsC","PA0998","NP_249689.1",348,"hypothetical protein PA0998"
"chromosome","NC_002516.2",1081942,1082955,"+",880625,"pqsD","PA0999","NP_249690.1",337,"3-oxoacyl-ACP synthase"
"chromosome","NC_002516.2",1082949,1083854,"+",880721,"pqsE","PA1000","NP_249691.1",301,"thioesterase PqsE"
"chromosome","NC_002516.2",1083972,1085564,"+",878421,"phnA","PA1001","NP_249692.1",530,"anthranilate synthase component I"
"chromosome","NC_002516.2",1085542,1086144,"+",880689,"phnB","PA1002","NP_249693.1",200,"anthranilate synthase component II"
"chromosome","NC_002516.2",1086097,1087095,"-",879994,"mvfR","PA1003","NP_249694.1",332,"transcriptional regulator MvfR"
"chromosome","NC_002516.2",1087843,1088901,"+",883095,"nadA","PA1004","NP_249695.1",352,"quinolinate synthetase"
"chromosome","NC_002516.2",1089010,1090443,"-",882996,,"PA1005","NP_249696.1",477,"hypothetical protein PA1005"
"chromosome","NC_002516.2",1090606,1090857,"+",879448,,"PA1006","NP_249697.1",83,"hypothetical protein PA1006"
"chromosome","NC_002516.2",1090891,1091964,"+",882993,,"PA1007","NP_249698.1",357,"hypothetical protein PA1007"
"chromosome","NC_002516.2",1092025,1092498,"-",878040,"bcp","PA1008","NP_249699.1",157,"bacterioferritin comigratory protein"
"chromosome","NC_002516.2",1092510,1093067,"-",879264,,"PA1009","NP_249700.1",185,"hypothetical protein PA1009"
"chromosome","NC_002516.2",1093251,1094129,"+",879525,"dapA","PA1010","NP_249701.1",292,"4-hydroxy-tetrahydrodipicolinate synthase"
"chromosome","NC_002516.2",1094147,1095337,"+",879282,,"PA1011","NP_249702.1",396,"hypothetical protein PA1011"
"chromosome","NC_002516.2",1095276,1096034,"+",883077,,"PA1012","NP_249703.1",252,"hypothetical protein PA1012"
"chromosome","NC_002516.2",1096063,1096773,"+",881642,"purC","PA1013","NP_249704.1",236,"phosphoribosylaminoimidazole-succinocarboxamide synthase"
"chromosome","NC_002516.2",1097296,1098288,"+",883119,,"PA1014","NP_249705.1",330,"glycosyl transferase family protein"
"chromosome","NC_002516.2",1098328,1099128,"-",878036,,"PA1015","NP_249706.1",266,"transcriptional regulator"
"chromosome","NC_002516.2",1099669,1100820,"+",879534,,"PA1016","NP_249707.1",383,"thiolase"
"chromosome","NC_002516.2",1100930,1103077,"+",879355,"pauA","PA1017","NP_249708.1",715,"pimeloyl-CoA synthetase"
"chromosome","NC_002516.2",1103061,1103927,"+",879492,,"PA1018","NP_249709.1",288,"hypothetical protein PA1018"
"chromosome","NC_002516.2",1104009,1105364,"+",879387,"mucK","PA1019","NP_249710.1",451,"cis,cis-muconate transporter MucK"
"chromosome","NC_002516.2",1105388,1105795,"+",17373346,,"PA1019a","YP_008719738.1",135,"thioesterase"
"chromosome","NC_002516.2",1105888,1107000,"+",877573,,"PA1020","NP_249711.1",370,"acyl-CoA dehydrogenase"
"chromosome","NC_002516.2",1107000,1107761,"+",877570,,"PA1021","NP_249712.1",253,"enoyl-CoA hydratase"
"chromosome","NC_002516.2",1107763,1108908,"+",880602,,"PA1022","NP_249713.1",381,"acyl-CoA dehydrogenase"
"chromosome","NC_002516.2",1108949,1109866,"+",878431,,"PA1023","NP_249714.1",305,"short-chain dehydrogenase"
"chromosome","NC_002516.2",1109882,1110868,"+",882956,,"PA1024","NP_249715.1",328,"nitronate monooxygenase"
"chromosome","NC_002516.2",1110947,1112197,"+",880285,,"PA1025","NP_249716.1",416,"porin"
"chromosome","NC_002516.2",1112574,1113050,"-",878670,,"PA1026","NP_249717.1",158,"hypothetical protein PA1026"
"chromosome","NC_002516.2",1113129,1114718,"+",878608,,"PA1027","NP_249718.1",529,"aldehyde dehydrogenase"
"chromosome","NC_002516.2",1114774,1116060,"+",880062,,"PA1028","NP_249719.1",428,"oxidoreductase"
"chromosome","NC_002516.2",1116635,1117390,"+",880318,,"PA1030","NP_249721.1",251,"hypothetical protein PA1030"
"chromosome","NC_002516.2",1118158,1119519,"+",880473,,"PA1031","NP_249722.1",453,"DNA recombination protein RmuC"
"chromosome","NC_002516.2",1119674,1122217,"-",880272,"quiP","PA1032","NP_249723.1",847,"acyl-homoserine lactone acylase QuiP"
"chromosome","NC_002516.2",1122340,1122981,"-",880186,,"PA1033","NP_249724.1",213,"glutathione S-transferase"
"chromosome","NC_002516.2",1123148,1123348,"-",880107,,"PA1034","NP_249725.1",66,"hypothetical protein PA1034"
"chromosome","NC_002516.2",1123356,1123850,"-",881850,,"PA1035","NP_249726.1",164,"hypothetical protein PA1035"
"chromosome","NC_002516.2",1124165,1124725,"+",880069,,"PA1036","NP_249727.1",186,"hypothetical protein PA1036"
"chromosome","NC_002516.2",1124845,1125465,"-",880537,,"PA1037","NP_249728.1",206,"hypothetical protein PA1037"
"chromosome","NC_002516.2",1125548,1125865,"-",880529,,"PA1038","NP_249729.1",105,"hypothetical protein PA1038"
"chromosome","NC_002516.2",1125865,1126338,"-",881703,,"PA1039","NP_249730.1",157,"hypothetical protein PA1039"
"chromosome","NC_002516.2",1126341,1126838,"-",881739,,"PA1040","NP_249731.1",165,"hypothetical protein PA1040"
"chromosome","NC_002516.2",1126969,1127601,"+",881756,,"PA1041","NP_249732.1",210,"hypothetical protein PA1041"
"chromosome","NC_002516.2",1127717,1128016,"+",881794,,"PA1042","NP_249733.1",99,"hypothetical protein PA1042"
"chromosome","NC_002516.2",1128009,1128818,"+",881514,,"PA1043","NP_249734.1",269,"hypothetical protein PA1043"
"chromosome","NC_002516.2",1128857,1129321,"-",881555,,"PA1044","NP_249735.1",154,"hypothetical protein PA1044"
"chromosome","NC_002516.2",1129451,1131595,"+",881660,,"PA1045","NP_249736.1",714,"ATP-dependent DNA helicase DinG"
"chromosome","NC_002516.2",1131674,1133947,"+",879650,,"PA1046","NP_249737.1",757,"hypothetical protein PA1046"
"chromosome","NC_002516.2",1134024,1135202,"+",881411,,"PA1047","NP_249738.1",392,"esterase"
"chromosome","NC_002516.2",1135408,1136289,"+",881433,,"PA1048","NP_249739.1",293,"hypothetical protein PA1048"
"chromosome","NC_002516.2",1136388,1137035,"+",881467,"pdxH","PA1049","NP_249740.1",215,"pyridoxine/pyridoxamine 5\\'-phosphate oxidase"
"chromosome","NC_002516.2",1137043,1138155,"+",881498,,"PA1050","NP_249741.1",370,"hypothetical protein PA1050"
"chromosome","NC_002516.2",1138314,1139672,"+",881357,,"PA1051","NP_249742.1",452,"transporter"
"chromosome","NC_002516.2",1139714,1140859,"+",881393,,"PA1052","NP_249743.1",381,"hypothetical protein PA1052"
"chromosome","NC_002516.2",1140838,1141080,"-",17373347,,"PA1052a","YP_008719739.1",80,"hypothetical protein PA1052a"
"chromosome","NC_002516.2",1141268,1141732,"+",881262,,"PA1053","NP_249744.1",154,"hypothetical protein PA1053"
"chromosome","NC_002516.2",1142061,1144862,"+",881315,,"PA1054","NP_249745.1",933,"monovalent cation/H+ antiporter subunit A"
"chromosome","NC_002516.2",1144862,1145200,"+",881178,,"PA1055","NP_249746.1",112,"monovalent cation/H+ antiporter subunit C"
"chromosome","NC_002516.2",1145197,1146696,"+",881220,,"PA1056","NP_249747.1",499,"monovalent cation/H+ antiporter subunit D"
"chromosome","NC_002516.2",1146693,1147217,"+",881110,,"PA1057","NP_249748.1",174,"monovalent cation/H+ antiporter subunit E"
"chromosome","NC_002516.2",1147202,1147471,"+",881139,,"PA1058","NP_249749.1",89,"monovalent cation/H+ antiporter subunit F"
"chromosome","NC_002516.2",1147468,1147815,"+",881016,,"PA1059","NP_249750.1",115,"monovalent cation/H+ antiporter subunit G"
"chromosome","NC_002516.2",1147928,1148833,"+",881064,,"PA1060","NP_249751.1",301,"hypothetical protein PA1060"
"chromosome","NC_002516.2",1148844,1149941,"+",881260,,"PA1061","NP_249752.1",365,"hypothetical protein PA1061"
"chromosome","NC_002516.2",1149952,1150473,"+",880325,,"PA1062","NP_249753.1",173,"hypothetical protein PA1062"
"chromosome","NC_002516.2",1150470,1150721,"+",880977,,"PA1063","NP_249754.1",83,"hypothetical protein PA1063"
"chromosome","NC_002516.2",1150750,1151415,"-",881840,,"PA1064","NP_249755.1",221,"hypothetical protein PA1064"
"chromosome","NC_002516.2",1151435,1151908,"+",881681,,"PA1065","NP_249756.1",157,"hypothetical protein PA1065"
"chromosome","NC_002516.2",1151919,1152575,"-",880864,,"PA1066","NP_249757.1",218,"short-chain dehydrogenase"
"chromosome","NC_002516.2",1152624,1153538,"+",880148,,"PA1067","NP_249758.1",304,"transcriptional regulator"
"chromosome","NC_002516.2",1153637,1155547,"+",879652,,"PA1068","NP_249759.1",636,"heat shock protein"
"chromosome","NC_002516.2",1155584,1157878,"+",877949,,"PA1069","NP_249760.1",764,"hypothetical protein PA1069"
"chromosome","NC_002516.2",1157954,1158655,"-",878069,"braG","PA1070","NP_249761.1",233,"ABC transporter ATP-binding protein"
"chromosome","NC_002516.2",1158658,1159425,"-",878078,"braF","PA1071","NP_249762.1",255,"ABC transporter ATP-binding protein"
"chromosome","NC_002516.2",1159422,1160675,"-",880501,"braE","PA1072","NP_249763.1",417,"branched-chain amino acid ABC transporter permease BraE"
"chromosome","NC_002516.2",1160672,1161595,"-",881243,"braD","PA1073","NP_249764.1",307,"branched-chain amino acid ABC transporter permease BraD"
"chromosome","NC_002516.2",1161856,1162977,"-",878501,"braC","PA1074","NP_249765.1",373,"branched-chain amino acid ABC transporter substrate-binding protein BraC"
"chromosome","NC_002516.2",1163276,1163593,"+",879627,,"PA1075","NP_249766.1",105,"hypothetical protein PA1075"
"chromosome","NC_002516.2",1163660,1164022,"+",880359,,"PA1076","NP_249767.1",120,"hypothetical protein PA1076"
"chromosome","NC_002516.2",1164275,1164682,"+",877603,"flgB","PA1077","NP_249768.1",135,"flagellar basal-body rod protein FlgB"
"chromosome","NC_002516.2",1164688,1165128,"+",879618,"flgC","PA1078","NP_249769.1",146,"flagellar basal body rod protein FlgC"
"chromosome","NC_002516.2",1165141,1165854,"+",878124,"flgD","PA1079","NP_249770.1",237,"flagellar basal body rod modification protein"
"chromosome","NC_002516.2",1165882,1167270,"+",878285,"flgE","PA1080","NP_249771.1",462,"flagellar hook protein FlgE"
"chromosome","NC_002516.2",1167488,1168237,"+",878576,"flgF","PA1081","NP_249772.1",249,"flagellar basal body rod protein FlgF"
"chromosome","NC_002516.2",1168284,1169069,"+",880935,"flgG","PA1082","NP_249773.1",261,"flagellar basal body rod protein FlgG"
"chromosome","NC_002516.2",1169115,1169810,"+",879458,"flgH","PA1083","NP_249774.1",231,"flagellar basal body L-ring protein"
"chromosome","NC_002516.2",1169822,1170931,"+",878536,"flgI","PA1084","NP_249775.1",369,"flagellar basal body P-ring protein"
"chromosome","NC_002516.2",1170942,1172144,"+",878578,"flgJ","PA1085","NP_249776.1",400,"peptidoglycan hydrolase FlgJ"
